Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System,Location
-23.14968211,139.0358858,10/21/2019,3.738078457,2.570510321,Moderate,"(-23.14968211, 139.0358858)"
43.51431093,93.05315905,12/20/2018,8.547231855,1.805423017,Poor,"(43.51431093, 93.05315905)"
-41.4832856,73.86622906,6/11/2018,5.573406682,3.158907159,Good,"(-41.4832856, 73.86622906)"
-26.78902009,-74.72551622,2/17/2014,1.532449258,0.965321936,Good,"(-26.78902009, -74.72551622)"
-72.43591263,125.0256224,12/19/2020,7.589600031,3.450072672,Good,"(-72.43591263, 125.0256224)"
-30.50362025,-21.37894395,1/4/2016,9.129012509,0.756430892,Moderate,"(-30.50362025, -21.37894395)"
15.88597247,81.85735605,1/17/2017,5.814190999,0.491583092,Good,"(15.88597247, 81.85735605)"
-87.13469688,50.39190325,7/23/2017,0.846557932,0.98425551,Poor,"(-87.13469688, 50.39190325)"
2.521107606,-104.1957523,10/22/2022,8.242673996,2.504316536,Poor,"(2.521107606, -104.1957523)"
54.12443043,-24.18967727,6/5/2018,6.971679125,4.322164884,Good,"(54.12443043, -24.18967727)"
-33.54173602,175.4991863,9/5/2017,5.204093935,4.904656316,Poor,"(-33.54173602, 175.4991863)"
-8.28986087,-79.75942368,8/18/2015,5.189508324,3.752542047,Good,"(-8.28986087, -79.75942368)"
-11.34872893,109.4513084,11/28/2019,4.378657795,3.526258316,Moderate,"(-11.34872893, 109.4513084)"
66.4408163,118.4288237,4/2/2022,9.046535937,2.276111499,Good,"(66.4408163, 118.4288237)"
13.18110973,-55.02451412,5/21/2019,8.832302921,0.832040689,Good,"(13.18110973, -55.02451412)"
29.72769354,-93.48357571,8/17/2016,5.493093181,2.56941358,Good,"(29.72769354, -93.48357571)"
11.15059696,-83.40604326,8/19/2014,5.293449069,3.576631913,Poor,"(11.15059696, -83.40604326)"
-72.11436917,144.3687167,10/6/2015,1.435672212,0.828975273,Good,"(-72.11436917, 144.3687167)"
85.87898008,-122.2203198,3/11/2014,4.262956834,1.208242401,Poor,"(85.87898008, -122.2203198)"
85.71346456,-157.5999662,1/11/2020,6.782961326,1.419066018,Good,"(85.71346456, -157.5999662)"
63.39254276,172.6202753,12/16/2017,0.010951864,0.732590789,Good,"(63.39254276, 172.6202753)"
-86.74099342,137.7094669,7/7/2021,8.139480394,1.100851551,Good,"(-86.74099342, 137.7094669)"
-71.09776956,159.6189523,3/1/2016,4.965257111,0.750559441,Moderate,"(-71.09776956, 159.6189523)"
41.51291058,165.8199492,10/5/2019,6.882482475,3.831086186,Poor,"(41.51291058, 165.8199492)"
-40.56213048,17.55400951,4/8/2015,9.467947166,3.174220744,Moderate,"(-40.56213048, 17.55400951)"
3.137507717,-150.6654048,7/9/2018,3.653010106,3.704084486,Poor,"(3.137507717, -150.6654048)"
-31.99319152,-114.3385265,12/31/2019,5.886310541,3.629914976,Poor,"(-31.99319152, -114.3385265)"
55.6628438,-152.8365002,3/16/2023,4.301924606,3.632923325,Moderate,"(55.6628438, -152.8365002)"
-30.82642725,-91.01411292,1/30/2015,1.886018246,0.919545471,Good,"(-30.82642725, -91.01411292)"
8.090209912,155.2682863,1/14/2016,2.475305877,2.981504695,Good,"(8.090209912, 155.2682863)"
73.35475782,-141.3516665,1/25/2014,5.204751652,0.875807622,Moderate,"(73.35475782, -141.3516665)"
-56.6074685,-173.9486237,6/23/2014,8.344892597,3.697367893,Poor,"(-56.6074685, -173.9486237)"
-27.90689169,124.2135793,5/10/2023,0.348802218,2.932672728,Poor,"(-27.90689169, 124.2135793)"
-78.00633851,72.45338101,11/15/2023,9.107685584,0.858594732,Good,"(-78.00633851, 72.45338101)"
46.0891566,47.02228086,9/22/2022,7.610898121,4.337045828,Poor,"(46.0891566, 47.02228086)"
45.44002628,130.6527736,12/9/2021,6.858674518,4.774280975,Good,"(45.44002628, 130.6527736)"
73.10107329,-11.76541494,12/26/2015,6.394540462,4.813934826,Moderate,"(73.10107329, -11.76541494)"
83.86595912,-137.3756255,9/13/2019,6.244620248,2.319230474,Poor,"(83.86595912, -137.3756255)"
-88.79887408,-49.81033921,8/29/2023,7.247214099,3.13452559,Good,"(-88.79887408, -49.81033921)"
72.58513166,122.1698662,3/20/2020,8.254642759,4.074963829,Poor,"(72.58513166, 122.1698662)"
44.52032318,161.587477,7/27/2019,6.699887131,3.654092543,Moderate,"(44.52032318, 161.587477)"
0.448613845,-62.63859067,3/6/2014,2.348360608,1.501048979,Poor,"(0.448613845, -62.63859067)"
51.24174595,21.72952501,2/7/2014,7.834397141,0.375945762,Moderate,"(51.24174595, 21.72952501)"
-72.2428594,90.04161096,1/13/2021,0.639111861,2.941691015,Good,"(-72.2428594, 90.04161096)"
77.7364708,145.3999667,1/5/2023,1.561390304,4.936174106,Poor,"(77.7364708, 145.3999667)"
-11.61995222,3.234792261,12/22/2018,4.894311481,0.101322392,Poor,"(-11.61995222, 3.234792261)"
-52.76368291,149.860539,8/20/2015,9.762716868,3.290078784,Good,"(-52.76368291, 149.860539)"
-52.51390777,-152.8051055,5/7/2017,7.130374472,4.959165299,Good,"(-52.51390777, -152.8051055)"
-57.25359785,-179.5953091,9/19/2023,8.731658983,0.414956869,Poor,"(-57.25359785, -179.5953091)"
71.33072623,156.9162173,12/27/2016,6.158654978,2.80351939,Poor,"(71.33072623, 156.9162173)"
-16.88537008,6.423717527,2/6/2015,8.807455596,0.559151867,Good,"(-16.88537008, 6.423717527)"
-62.84237828,-50.52374527,12/7/2018,9.76963185,2.505012795,Good,"(-62.84237828, -50.52374527)"
50.45437742,27.52378689,4/10/2014,7.85921255,3.553087988,Good,"(50.45437742, 27.52378689)"
-88.68824725,153.6188413,9/26/2023,9.721546611,2.666699943,Good,"(-88.68824725, 153.6188413)"
47.52038436,-96.59023783,10/23/2020,3.134289214,4.702105954,Moderate,"(47.52038436, -96.59023783)"
-30.50404473,-132.0981404,2/13/2022,8.573939467,4.154017358,Good,"(-30.50404473, -132.0981404)"
-23.5056129,164.3097814,4/14/2016,6.417170946,3.885678184,Moderate,"(-23.5056129, 164.3097814)"
52.21150515,159.7681971,1/21/2022,4.358918301,1.249188317,Moderate,"(52.21150515, 159.7681971)"
22.75914632,54.55403545,5/4/2017,2.499054862,2.162409196,Moderate,"(22.75914632, 54.55403545)"
-56.94678585,102.5756444,8/15/2021,7.157264637,3.373122977,Good,"(-56.94678585, 102.5756444)"
-16.98912691,-51.88327536,6/30/2018,6.200844273,4.216607473,Moderate,"(-16.98912691, -51.88327536)"
-20.93202251,120.2621416,9/28/2014,9.895382269,0.601660968,Good,"(-20.93202251, 120.2621416)"
-65.01532174,130.7476946,11/2/2018,0.881943101,1.622332788,Moderate,"(-65.01532174, 130.7476946)"
-71.33488536,87.1186415,4/27/2023,9.813313557,1.836350812,Good,"(-71.33488536, 87.1186415)"
-31.64646928,-54.56377324,9/6/2022,0.157278391,1.421948211,Poor,"(-31.64646928, -54.56377324)"
11.23436695,24.39817789,11/13/2018,1.953883722,3.529229443,Good,"(11.23436695, 24.39817789)"
-80.55135889,30.69387806,7/2/2022,1.35031781,0.579786836,Good,"(-80.55135889, 30.69387806)"
-81.99672276,-35.11000999,3/23/2018,0.255016753,4.408289137,Poor,"(-81.99672276, -35.11000999)"
-48.62771743,-20.66143047,3/12/2017,0.763726269,4.489483987,Moderate,"(-48.62771743, -20.66143047)"
-23.67305812,7.812796592,5/6/2022,0.545287012,3.624233661,Moderate,"(-23.67305812, 7.812796592)"
65.10887772,104.2750725,3/6/2021,5.806311348,4.419877059,Good,"(65.10887772, 104.2750725)"
48.64144586,-112.2031374,4/27/2015,8.514425953,3.644011519,Poor,"(48.64144586, -112.2031374)"
-57.08123926,24.96202807,7/24/2019,7.609764396,3.064353929,Moderate,"(-57.08123926, 24.96202807)"
-36.05925455,-72.07764727,6/9/2022,0.368710623,2.237886644,Good,"(-36.05925455, -72.07764727)"
-54.30690014,4.841207362,11/27/2021,7.508658149,2.821693967,Good,"(-54.30690014, 4.841207362)"
34.70805697,-138.5517113,10/7/2022,3.770431612,2.907766964,Moderate,"(34.70805697, -138.5517113)"
89.40637536,-78.58792605,9/19/2023,0.878340866,4.920337492,Good,"(89.40637536, -78.58792605)"
-14.66803481,-124.1568642,9/22/2017,8.88216623,3.483653269,Moderate,"(-14.66803481, -124.1568642)"
85.7342584,-1.461143452,11/17/2017,7.402545287,1.311540683,Good,"(85.7342584, -1.461143452)"
1.933755088,81.36394554,10/8/2023,2.396717487,1.81573201,Moderate,"(1.933755088, 81.36394554)"
6.151873822,40.45905168,5/11/2016,0.320097741,1.845895631,Moderate,"(6.151873822, 40.45905168)"
63.84467126,95.52790706,8/6/2016,4.025425509,1.684204881,Good,"(63.84467126, 95.52790706)"
43.18678793,-105.7200772,7/15/2023,4.780401461,4.405993446,Good,"(43.18678793, -105.7200772)"
70.56158342,14.43222075,10/3/2014,0.445132487,1.023278624,Moderate,"(70.56158342, 14.43222075)"
16.1655587,42.65993706,5/15/2021,8.654682786,0.422227482,Good,"(16.1655587, 42.65993706)"
-0.486484377,18.06500227,3/2/2023,0.919015082,2.368461623,Poor,"(-0.486484377, 18.06500227)"
76.57642915,-4.977326464,5/18/2017,6.326002801,1.221423426,Good,"(76.57642915, -4.977326464)"
62.10234758,52.63328632,1/20/2019,8.934769631,0.467248825,Good,"(62.10234758, 52.63328632)"
-50.23344657,-85.00171322,3/9/2020,0.463062943,3.970547612,Good,"(-50.23344657, -85.00171322)"
-11.66865661,-48.78617347,8/27/2021,6.231656829,3.72988842,Moderate,"(-11.66865661, -48.78617347)"
15.29778117,-75.33799683,10/22/2015,3.758603386,2.930996673,Moderate,"(15.29778117, -75.33799683)"
64.00506085,44.58554044,2/7/2016,9.000339711,2.983719297,Poor,"(64.00506085, 44.58554044)"
82.7339527,-166.9822878,2/23/2014,9.541859902,3.024254097,Poor,"(82.7339527, -166.9822878)"
-4.260381334,-111.7368111,12/31/2017,3.023153206,2.230994299,Moderate,"(-4.260381334, -111.7368111)"
16.08949882,82.29273033,8/8/2018,1.284969325,4.687726033,Moderate,"(16.08949882, 82.29273033)"
75.86310833,146.244862,9/16/2021,1.054766997,3.944232408,Good,"(75.86310833, 146.244862)"
-85.39714429,-14.39279292,2/22/2021,7.782831584,2.855941294,Good,"(-85.39714429, -14.39279292)"
61.14883039,-52.00677911,3/15/2023,3.009218337,4.35572805,Moderate,"(61.14883039, -52.00677911)"
6.443481067,53.54228733,7/23/2018,6.89687834,3.624138237,Moderate,"(6.443481067, 53.54228733)"
-71.6889293,-61.74786021,2/2/2020,2.270835264,2.955618838,Moderate,"(-71.6889293, -61.74786021)"
-22.95879902,-126.0091014,4/8/2023,8.873824409,2.687393608,Poor,"(-22.95879902, -126.0091014)"
-4.873433391,-153.6654149,9/28/2020,1.222512907,0.622005069,Moderate,"(-4.873433391, -153.6654149)"
12.34559193,-122.0058532,12/7/2021,4.345264283,4.630737782,Good,"(12.34559193, -122.0058532)"
41.68059595,178.0026813,3/27/2014,9.665135294,1.974280419,Good,"(41.68059595, 178.0026813)"
-24.16883388,-96.0311041,11/12/2019,2.930778446,1.969616994,Good,"(-24.16883388, -96.0311041)"
-15.47155308,-97.36081119,1/20/2017,5.561824564,0.096896253,Good,"(-15.47155308, -97.36081119)"
-26.52304792,-10.71083197,2/13/2014,8.185671467,1.540998034,Moderate,"(-26.52304792, -10.71083197)"
27.23104515,71.49867172,12/21/2017,7.204562178,4.24789896,Moderate,"(27.23104515, 71.49867172)"
16.41263989,-68.83575329,3/13/2022,0.081624935,1.083369028,Good,"(16.41263989, -68.83575329)"
52.43573102,-131.5798012,12/26/2017,7.493167014,0.234484714,Good,"(52.43573102, -131.5798012)"
-3.794610916,23.40582777,8/16/2017,1.688260024,1.757410355,Moderate,"(-3.794610916, 23.40582777)"
15.69292828,-49.20390733,3/10/2016,8.171038523,2.104493364,Good,"(15.69292828, -49.20390733)"
-7.91696719,-123.001036,5/20/2023,0.199063885,4.247786821,Good,"(-7.91696719, -123.001036)"
3.046935603,114.4718546,10/31/2017,4.696432397,3.865683399,Good,"(3.046935603, 114.4718546)"
-34.82534271,146.4526175,3/25/2020,2.6672316,0.221718644,Good,"(-34.82534271, 146.4526175)"
12.70712249,-131.7815825,10/1/2018,7.16796154,1.487834378,Good,"(12.70712249, -131.7815825)"
-68.46288835,-13.39822397,12/12/2019,1.402639654,3.39677196,Poor,"(-68.46288835, -13.39822397)"
84.99370062,-66.26821206,6/27/2020,0.880644336,0.24651597,Moderate,"(84.99370062, -66.26821206)"
-70.51111679,-59.19943396,11/20/2014,5.682512508,0.791170606,Good,"(-70.51111679, -59.19943396)"
55.7183252,-105.3732498,8/18/2017,6.343365242,0.365691773,Moderate,"(55.7183252, -105.3732498)"
-52.19972745,-150.5626349,9/21/2021,2.553274385,1.095075388,Good,"(-52.19972745, -150.5626349)"
57.48988115,-110.0666476,4/21/2016,1.735420083,2.087943996,Moderate,"(57.48988115, -110.0666476)"
32.27526888,70.33215127,9/6/2020,8.677984793,1.565073794,Good,"(32.27526888, 70.33215127)"
-9.979106564,145.4209883,8/17/2017,6.548589812,3.649182354,Poor,"(-9.979106564, 145.4209883)"
58.25150343,-91.27800011,1/5/2018,7.170122022,3.000527228,Moderate,"(58.25150343, -91.27800011)"
49.08643838,-10.5715929,12/31/2023,0.207282506,2.464046018,Poor,"(49.08643838, -10.5715929)"
85.99526884,-154.50236,1/19/2018,1.08823653,1.972408362,Good,"(85.99526884, -154.50236)"
20.026351,148.2568206,4/12/2022,5.236078772,2.051805409,Poor,"(20.026351, 148.2568206)"
55.8092995,52.32984216,3/25/2018,5.813447697,3.538431624,Good,"(55.8092995, 52.32984216)"
76.61894791,56.32125255,5/19/2017,4.611676853,3.662995866,Good,"(76.61894791, 56.32125255)"
-67.89648129,-126.4087422,12/2/2016,4.232908182,4.152804585,Moderate,"(-67.89648129, -126.4087422)"
48.18837601,-163.2669901,12/14/2021,4.553731382,3.384787707,Good,"(48.18837601, -163.2669901)"
15.56204062,-37.9243403,3/2/2014,0.942895828,2.252086323,Moderate,"(15.56204062, -37.9243403)"
1.843686317,-31.47572131,6/16/2019,1.597924386,2.038472761,Good,"(1.843686317, -31.47572131)"
72.92259489,-46.18719238,6/4/2018,6.523764933,1.73095027,Moderate,"(72.92259489, -46.18719238)"
-23.91625047,-117.9940627,8/24/2022,6.1154154,1.309222953,Poor,"(-23.91625047, -117.9940627)"
23.89458672,81.79491005,12/14/2014,8.413309184,1.433526369,Good,"(23.89458672, 81.79491005)"
39.73053899,-46.17169517,7/13/2023,4.017861126,0.005575054,Good,"(39.73053899, -46.17169517)"
37.18724402,70.61064506,10/31/2023,2.35787942,3.138628779,Poor,"(37.18724402, 70.61064506)"
73.34652738,82.42589053,10/9/2023,9.847228494,2.543768084,Moderate,"(73.34652738, 82.42589053)"
-6.317282803,-30.81512919,4/9/2020,2.453596488,0.592765412,Poor,"(-6.317282803, -30.81512919)"
-32.47500684,-128.5284277,2/22/2022,8.68223486,1.225797821,Moderate,"(-32.47500684, -128.5284277)"
-73.43364515,-90.91015585,8/31/2016,7.455643515,1.014273131,Good,"(-73.43364515, -90.91015585)"
11.82246745,174.6289133,4/18/2014,3.090497475,1.271200386,Moderate,"(11.82246745, 174.6289133)"
-0.566267395,66.24637706,11/21/2021,6.799030032,0.913707367,Moderate,"(-0.566267395, 66.24637706)"
-38.80040482,98.76103178,12/7/2014,5.976356057,0.320527078,Good,"(-38.80040482, 98.76103178)"
21.82417137,-29.89996215,12/2/2023,4.327126234,2.388460476,Good,"(21.82417137, -29.89996215)"
68.31156226,77.41485325,12/19/2016,0.308303594,3.357073762,Good,"(68.31156226, 77.41485325)"
66.17119904,-136.6511358,11/25/2019,3.949908074,1.609579016,Moderate,"(66.17119904, -136.6511358)"
46.81335898,174.6447941,7/24/2015,4.833227834,4.071767388,Good,"(46.81335898, 174.6447941)"
49.31828481,-72.37582113,5/13/2017,1.502006922,1.912474407,Good,"(49.31828481, -72.37582113)"
-2.682015757,120.7930669,4/19/2016,9.762388032,2.309896887,Poor,"(-2.682015757, 120.7930669)"
-12.2022996,-178.2870204,4/23/2016,7.907187581,1.565636034,Good,"(-12.2022996, -178.2870204)"
-89.68101433,-33.1118578,10/1/2018,4.697596327,1.448034177,Poor,"(-89.68101433, -33.1118578)"
-45.89445051,-161.7448516,7/12/2016,5.840591768,4.163745644,Moderate,"(-45.89445051, -161.7448516)"
61.31921145,-77.11532065,2/12/2019,2.474475625,1.775188018,Poor,"(61.31921145, -77.11532065)"
44.33769533,-78.78059115,4/23/2017,5.413971382,4.633855277,Moderate,"(44.33769533, -78.78059115)"
27.11917411,144.4473994,6/6/2018,3.239450195,0.743194532,Poor,"(27.11917411, 144.4473994)"
-57.74139945,-24.12014793,2/15/2014,0.962110719,0.447356167,Moderate,"(-57.74139945, -24.12014793)"
-34.6935627,103.0786539,12/18/2023,9.442149821,2.50974231,Moderate,"(-34.6935627, 103.0786539)"
-2.599476159,126.6064064,1/31/2020,7.960746927,4.002494714,Good,"(-2.599476159, 126.6064064)"
64.98582125,-50.95446316,12/25/2019,3.857100169,0.60569976,Moderate,"(64.98582125, -50.95446316)"
0.252351401,49.36651537,3/19/2014,2.246528754,2.409943095,Good,"(0.252351401, 49.36651537)"
35.78054846,97.58827726,10/11/2014,4.254821785,2.606945262,Moderate,"(35.78054846, 97.58827726)"
39.78750181,116.5860415,11/25/2019,9.7243492,0.66285249,Poor,"(39.78750181, 116.5860415)"
-63.64905865,-167.9822603,3/24/2017,6.299365493,3.14644508,Moderate,"(-63.64905865, -167.9822603)"
82.60582278,139.4432749,12/30/2017,9.155635654,2.995960888,Good,"(82.60582278, 139.4432749)"
-62.17321562,-68.30108882,8/21/2023,0.199912064,3.626294815,Moderate,"(-62.17321562, -68.30108882)"
-76.92880113,165.41726,7/8/2015,2.45746256,3.323474307,Poor,"(-76.92880113, 165.41726)"
36.67846074,-10.04789287,8/23/2019,8.982337381,1.814132221,Good,"(36.67846074, -10.04789287)"
-24.29761795,-164.4105292,1/23/2017,4.790319978,1.927493936,Good,"(-24.29761795, -164.4105292)"
77.47611278,78.47581863,11/6/2017,6.795264773,0.460652048,Good,"(77.47611278, 78.47581863)"
-65.32042411,100.0408713,12/11/2021,5.468900229,0.867682624,Moderate,"(-65.32042411, 100.0408713)"
29.01496873,-113.6301191,10/20/2019,4.112953449,0.14376264,Good,"(29.01496873, -113.6301191)"
2.919570753,93.31932102,9/15/2023,7.074745092,4.872239472,Good,"(2.919570753, 93.31932102)"
16.32821966,-119.66862,5/17/2019,9.413829363,1.798229509,Moderate,"(16.32821966, -119.66862)"
-39.71202366,144.2999384,5/31/2022,9.278338547,3.090778531,Good,"(-39.71202366, 144.2999384)"
-70.27760569,-70.17834897,6/17/2017,5.882084535,1.13266087,Good,"(-70.27760569, -70.17834897)"
54.7236364,84.0147104,5/5/2022,4.668247327,2.75582508,Good,"(54.7236364, 84.0147104)"
26.51392141,-18.4979662,6/4/2023,8.670549786,2.925136652,Moderate,"(26.51392141, -18.4979662)"
77.55158346,-82.1472261,6/27/2021,9.162860394,0.43574432,Good,"(77.55158346, -82.1472261)"
-68.75946443,-144.1904224,2/11/2023,9.512552046,4.466949181,Good,"(-68.75946443, -144.1904224)"
35.43665358,-132.9688401,2/16/2016,7.684914648,1.298379729,Good,"(35.43665358, -132.9688401)"
-41.15507829,57.57643208,2/25/2018,8.693007158,3.949448754,Good,"(-41.15507829, 57.57643208)"
1.230354888,-162.0361875,9/4/2022,8.934821513,2.780060919,Poor,"(1.230354888, -162.0361875)"
29.69644068,69.72387649,12/2/2020,9.973243853,3.086894192,Poor,"(29.69644068, 69.72387649)"
-22.02902332,173.8698039,4/25/2014,8.813357045,0.880967459,Good,"(-22.02902332, 173.8698039)"
-33.72598585,-8.291379967,12/16/2014,2.341808206,4.771791472,Good,"(-33.72598585, -8.291379967)"
80.42423172,-30.40949991,11/19/2021,8.624873902,4.859700188,Good,"(80.42423172, -30.40949991)"
-3.16833827,-108.6837448,11/18/2015,7.063725527,0.436220454,Moderate,"(-3.16833827, -108.6837448)"
80.21956684,-77.58722033,9/5/2014,5.74086629,2.386360241,Good,"(80.21956684, -77.58722033)"
-82.56844061,-54.68777635,6/12/2023,2.944437135,1.292730572,Poor,"(-82.56844061, -54.68777635)"
-66.82461112,169.6857745,3/27/2019,5.50063719,2.278865921,Poor,"(-66.82461112, 169.6857745)"
49.43511209,40.29099101,5/18/2021,9.738908138,1.815366667,Moderate,"(49.43511209, 40.29099101)"
-58.79215008,106.6332798,10/1/2020,8.969696521,4.122002048,Moderate,"(-58.79215008, 106.6332798)"
41.06014373,115.343399,6/1/2023,1.398687331,2.982934133,Good,"(41.06014373, 115.343399)"
-76.59280365,-99.20632707,6/22/2015,9.386917865,4.938436591,Good,"(-76.59280365, -99.20632707)"
-63.83314927,-128.2420617,4/18/2023,0.033693727,4.82527268,Poor,"(-63.83314927, -128.2420617)"
-27.0684323,170.1013423,9/29/2022,9.123560077,3.648065114,Good,"(-27.0684323, 170.1013423)"
68.99782309,-172.1360551,6/25/2020,8.552721295,3.026962064,Good,"(68.99782309, -172.1360551)"
46.58687731,173.5106427,3/7/2015,7.40751897,0.511511879,Poor,"(46.58687731, 173.5106427)"
40.62084287,111.7056182,4/11/2023,8.282935254,0.81792819,Good,"(40.62084287, 111.7056182)"
-14.39251856,106.1363697,3/27/2018,4.25488251,4.846064497,Good,"(-14.39251856, 106.1363697)"
-73.61879069,68.85727362,10/12/2016,8.512827611,4.421066728,Good,"(-73.61879069, 68.85727362)"
-26.3910128,154.5944005,4/10/2022,9.62202879,1.243371545,Poor,"(-26.3910128, 154.5944005)"
-0.83218988,-16.78535506,5/7/2020,8.392090993,1.748864724,Moderate,"(-0.83218988, -16.78535506)"
-34.27231133,-122.3809632,1/11/2016,2.543847406,1.890518555,Poor,"(-34.27231133, -122.3809632)"
-28.42563594,-105.1209691,1/6/2014,5.16640422,3.837554097,Good,"(-28.42563594, -105.1209691)"
59.62365668,-91.05491873,3/16/2021,6.464347786,3.971284051,Good,"(59.62365668, -91.05491873)"
53.64405501,-73.14126775,5/18/2020,3.494920071,4.753786785,Moderate,"(53.64405501, -73.14126775)"
-34.96966438,-0.933221869,5/22/2017,0.21694298,2.907821091,Good,"(-34.96966438, -0.933221869)"
54.21339876,8.618636018,2/9/2019,3.719122284,2.362188563,Good,"(54.21339876, 8.618636018)"
-78.18315098,-41.33025427,5/3/2017,2.973370075,1.94219074,Good,"(-78.18315098, -41.33025427)"
70.95752231,-99.92320032,10/23/2015,6.443305702,0.873108774,Moderate,"(70.95752231, -99.92320032)"
-60.9630658,58.52683948,10/16/2022,8.141715866,4.902990685,Moderate,"(-60.9630658, 58.52683948)"
12.23312666,-117.0761981,7/7/2015,3.734125179,3.107968606,Good,"(12.23312666, -117.0761981)"
64.90607264,-179.0657104,5/11/2023,2.304704043,3.795972785,Good,"(64.90607264, -179.0657104)"
-50.28313563,-8.410148221,7/19/2022,5.091063185,3.644165268,Good,"(-50.28313563, -8.410148221)"
-86.48214819,-96.31176197,12/7/2014,7.448571165,4.775453329,Poor,"(-86.48214819, -96.31176197)"
-21.36861077,-141.4407185,5/14/2019,5.08149335,3.326328774,Poor,"(-21.36861077, -141.4407185)"
-8.560895226,20.02985093,2/18/2018,8.828071212,3.363367381,Moderate,"(-8.560895226, 20.02985093)"
-55.93699979,-81.13226042,10/14/2016,8.637581974,3.37005534,Moderate,"(-55.93699979, -81.13226042)"
86.9584203,33.47138427,1/19/2020,2.803991284,1.78640022,Good,"(86.9584203, 33.47138427)"
60.60199747,-52.88996904,12/10/2014,0.169588823,2.266668267,Moderate,"(60.60199747, -52.88996904)"
5.473256134,-37.40816565,2/18/2016,6.88182898,4.420747224,Moderate,"(5.473256134, -37.40816565)"
43.58585295,86.58884653,2/5/2015,7.463258024,0.68151878,Good,"(43.58585295, 86.58884653)"
43.3014426,-141.2151822,8/12/2021,0.043809352,1.17827604,Poor,"(43.3014426, -141.2151822)"
-29.46560294,3.206860934,11/11/2018,8.059603574,3.276781915,Poor,"(-29.46560294, 3.206860934)"
-26.87245747,28.57782418,1/28/2018,0.089404155,0.130661847,Poor,"(-26.87245747, 28.57782418)"
-29.47605037,-84.00824553,1/6/2014,8.170467506,4.596297671,Good,"(-29.47605037, -84.00824553)"
-53.72420073,88.89346826,3/7/2016,8.412713933,1.76052,Poor,"(-53.72420073, 88.89346826)"
87.84345125,116.5777782,9/23/2015,7.451825913,1.649471303,Good,"(87.84345125, 116.5777782)"
46.77435025,-7.759887991,2/15/2018,1.39615388,2.631671712,Good,"(46.77435025, -7.759887991)"
-17.80353821,112.3756074,9/29/2017,5.03320179,1.072372488,Good,"(-17.80353821, 112.3756074)"
44.1290256,-156.8844422,9/19/2018,7.68859614,1.744916878,Moderate,"(44.1290256, -156.8844422)"
-86.20884664,-94.74695041,1/31/2020,2.352110441,1.101802707,Good,"(-86.20884664, -94.74695041)"
-41.9902415,-3.979041336,8/1/2021,2.798163433,2.514302852,Good,"(-41.9902415, -3.979041336)"
78.12791748,-141.2954561,3/1/2018,5.467763563,1.185687406,Poor,"(78.12791748, -141.2954561)"
81.72439692,138.5466418,2/24/2020,9.50262216,2.847505663,Good,"(81.72439692, 138.5466418)"
70.64781889,-132.9007465,7/19/2014,4.124053009,3.00189887,Good,"(70.64781889, -132.9007465)"
-84.41342905,13.86592178,1/15/2015,7.581316802,3.401727169,Moderate,"(-84.41342905, 13.86592178)"
55.14558682,150.8698387,10/8/2022,8.07900719,2.770699037,Good,"(55.14558682, 150.8698387)"
9.424905764,114.5391136,10/31/2015,5.887605873,4.106972306,Good,"(9.424905764, 114.5391136)"
-16.02539769,97.04705325,8/22/2016,1.429252789,3.941964437,Good,"(-16.02539769, 97.04705325)"
-83.91454191,-4.995520608,10/10/2019,8.026254787,1.058582798,Good,"(-83.91454191, -4.995520608)"
-6.480413134,-34.53121268,8/14/2017,1.759047306,3.714991775,Good,"(-6.480413134, -34.53121268)"
49.97733003,-159.7409249,2/27/2019,6.097275682,0.868211733,Good,"(49.97733003, -159.7409249)"
-2.558852211,17.79677118,10/27/2016,7.717195018,0.583819978,Poor,"(-2.558852211, 17.79677118)"
12.44653084,20.51760772,10/16/2022,5.390132537,4.458871903,Good,"(12.44653084, 20.51760772)"
49.82774952,64.35115092,11/10/2019,9.942645911,3.198572872,Good,"(49.82774952, 64.35115092)"
-68.11921037,164.226783,10/20/2018,2.596499083,4.276596737,Good,"(-68.11921037, 164.226783)"
-7.91507697,127.0291423,1/9/2016,1.038702846,4.716800889,Moderate,"(-7.91507697, 127.0291423)"
-42.96517386,1.231690863,6/28/2016,3.966982241,4.654578153,Poor,"(-42.96517386, 1.231690863)"
-8.844037951,64.91848114,7/8/2016,0.214361242,0.704404164,Moderate,"(-8.844037951, 64.91848114)"
-85.5912884,-138.7068891,9/22/2023,6.346836352,3.500853143,Moderate,"(-85.5912884, -138.7068891)"
2.458164999,-74.68672426,10/22/2022,2.811629044,1.598095269,Good,"(2.458164999, -74.68672426)"
78.43716242,58.43488605,6/22/2021,8.359160637,2.026895036,Good,"(78.43716242, 58.43488605)"
-72.27775717,-93.83735685,2/20/2017,5.307537905,1.855243135,Good,"(-72.27775717, -93.83735685)"
38.67102697,-176.2915137,7/25/2016,2.631794854,0.667018847,Moderate,"(38.67102697, -176.2915137)"
-32.48252863,106.8599018,9/19/2017,5.297255524,2.148302867,Moderate,"(-32.48252863, 106.8599018)"
50.30388047,-162.4201466,2/25/2016,2.609481844,3.658166859,Good,"(50.30388047, -162.4201466)"
